product,average_quantity_sold,total_quantity_sold,total_revenue,estimated_price_per_unit,projected_60_day_quantity,projected_60_day_revenue,recommended_inventory_order,reason
Vadilal Kaju Katli 340G,8.0,8.0,87.92,10.99,480.0,5275.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Kesar Pista 1Lit,2.0,2.0,21.98,10.99,120.0,1318.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Kesar Pista Kulfi No Sugar 1 litre,2.0,2.0,27.98,13.99,120.0,1678.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Kesar Pista RAsmalai 454g,1.0,1.0,7.99,7.99,60.0,479.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Kesar Pista Rasmalai 1Kg,5.0,5.0,64.95,12.99,300.0,3897.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Kesar Pista Shrikahand 454g,2.0,2.0,13.98,6.99,120.0,838.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Khoa Mawa 341G,1.0,1.0,8.99,8.99,60.0,539.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Kulfi Malai 80ml,13.0,13.0,36.88,2.8369230769230773,780.0,2212.8,858.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Kulfi Mango 80Ml,3.0,3.0,8.97,2.99,180.0,538.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Kulfi Pista 80ml,3.0,3.0,8.97,2.99,180.0,538.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Lachca Rabdi 454G,2.0,2.0,17.98,8.99,120.0,1078.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Lachha Paratha (5Pis),5.0,5.0,14.95,2.9899999999999998,300.0,896.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Lila Chana 312Gm,6.0,6.0,17.94,2.99,360.0,1076.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Lotus Root 312 Gm,4.0,4.0,13.96,3.49,240.0,837.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Malai Kulfi 1lt,6.0,6.0,65.94,10.99,360.0,3956.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Malai Kulfi 480ml,10.0,10.0,89.9,8.99,600.0,5394.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Malai Paneer 16 Oz,4.0,4.0,39.96,9.99,240.0,2397.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Malai Peda,1.0,1.0,8.99,8.99,60.0,539.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Manchurian Kathi roll,1.0,1.0,2.99,2.99,60.0,179.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Mango Dolly 60ml,7.0,7.0,17.43,2.4899999999999998,420.0,1045.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Mango Kulfi 480ml,6.0,6.0,53.94,8.99,360.0,3236.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Mango Sandwich 300ml,2.0,2.0,6.98,3.49,120.0,418.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Mango Shrikhand 454g,1.0,1.0,6.99,6.99,60.0,419.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Meetha Paan 100Ml,4.0,4.0,11.96,2.99,240.0,717.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Methi Paratha 300G,1.0,1.0,2.99,2.99,60.0,179.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Methi- 11Oz,8.0,8.0,23.92,2.99,480.0,1435.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Mixed Vegetables 312G,16.0,16.0,47.84,2.99,960.0,2870.4,1056.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Mooli Paratha 400g,2.0,2.0,7.98,3.99,120.0,478.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Paneer Kathi roll 200gm,5.0,5.0,14.95,2.9899999999999998,300.0,896.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Panner Tikka Kathi roll 200gm,3.0,3.0,8.97,2.99,180.0,538.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Parata Malabar 5pcs,14.0,14.0,41.86,2.9899999999999998,840.0,2511.6,924.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Paratha Home Style 325g,2.0,2.0,6.98,3.49,120.0,418.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Pista Burfee 340G,7.0,7.0,55.93,7.99,420.0,3355.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Pomegranate 312 gm,12.0,12.0,59.88,4.99,720.0,3592.8,792.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Rajbhog Kulfi 500ml,2.0,2.0,15.98,7.99,120.0,958.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Rajwadi Kulfi,1.0,1.0,2.99,2.99,60.0,179.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Red Onions- 11Oz,1.0,1.0,2.99,2.99,60.0,179.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Royal Kulfi Cassatta 150ml,9.0,9.0,35.91,3.9899999999999998,540.0,2154.6,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Rumali Roti 6 Pieces,7.0,7.0,20.93,2.9899999999999998,420.0,1255.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Sambar Mix Vegetables 312g,18.0,18.0,53.82,2.99,1080.0,3229.2000000000003,1188.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Schezwan Paneer Kathi roll 200g,5.0,5.0,14.95,2.9899999999999998,300.0,896.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Shredded Coconut 11 Oz,14.0,14.0,41.86,2.9899999999999998,840.0,2511.6,924.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Spiky Gourd 312Gms,15.0,15.0,44.85,2.99,900.0,2691.0,990.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Strawberry Ice Cream 100ml,1.0,1.0,1.99,1.99,60.0,119.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Sugarcane Pieces 312g,1.0,1.0,4.99,4.99,60.0,299.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Surti Papdi 11Oz,3.0,3.0,8.97,2.99,180.0,538.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Surti Papdi Lilva 11Oz,14.0,14.0,41.86,2.9899999999999998,840.0,2511.6,924.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Tamdoori Kathi roll 200g,2.0,2.0,5.98,2.99,120.0,358.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Tandoori Garlic Naan 960g,7.0,7.0,69.93,9.99,420.0,4195.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Tandoori Naan 1.28kg,7.0,7.0,62.93,8.99,420.0,3775.8,462.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Tandoori Naan 400Gm,8.0,8.0,27.92,3.49,480.0,1675.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Tender Jackfruit Cut 312g,2.0,2.0,5.98,2.99,120.0,358.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Tindora 312Gm,9.0,9.0,26.91,2.99,540.0,1614.6000000000001,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Tuti Frooti 100Ml,3.0,3.0,5.97,1.99,180.0,358.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Tuver Lilva 312Gm,9.0,9.0,26.91,2.99,540.0,1614.6000000000001,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Vanilla Icecream 100ml,5.0,5.0,9.95,1.9899999999999998,300.0,596.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Vanilla Sandwich 300ml,1.0,1.0,3.49,3.49,60.0,209.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Veg Suran 312Gm,6.0,6.0,17.94,2.99,360.0,1076.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Veggie Nuggets 325g,2.0,2.0,9.98,4.99,120.0,598.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal Whole W Phulka Roti 250g,4.0,4.0,11.96,2.99,240.0,717.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal hyderbadi onion samosa 400g,2.0,2.0,11.98,5.99,120.0,718.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilal mango burfee 340g,2.0,2.0,15.98,7.99,120.0,958.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vadilalbutter Scotch Cone 110ml,10.0,10.0,34.9,3.4899999999999998,600.0,2094.0,660.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vagharia Medium,3.0,3.0,26.97,8.99,180.0,1618.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vajra Crystal Sona Masoori 20lb,17.0,17.0,390.83,22.99,1020.0,23449.8,1122.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vajra Sona Masoori Rice 20LB,174.63,174.63,3486.83,19.966958712706866,10477.8,209209.8,11526.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Valor Flat / Lb,283.03,283.03,1744.71,6.1643995336183455,16981.8,104682.60000000002,18680.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Valor Long/Lb,0.76,0.76,3.79,4.9868421052631575,45.6,227.39999999999998,50.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vanilla Essance,3.0,3.0,5.97,1.99,180.0,358.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Alomond 100G,4.0,4.0,7.96,1.99,240.0,477.6,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Argan Shampoo 400Ml,3.0,3.0,20.97,6.989999999999999,180.0,1258.1999999999998,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Avocado Shampoo 425Ml,2.0,2.0,9.98,4.99,120.0,598.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Black Sesmae 100G,2.0,2.0,3.98,1.99,120.0,238.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Black seed Complete Care Conditioner 400ml,1.0,1.0,6.99,6.99,60.0,419.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Black seed Hair oil 300ml,4.0,4.0,23.96,5.99,240.0,1437.6000000000001,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Egg Protein 300Ml,4.0,4.0,27.96,6.99,240.0,1677.6000000000001,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Henna Hair Colour,12.0,12.0,47.88,3.99,720.0,2872.8,792.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Henna Hair Colour 60G,3.0,3.0,11.97,3.99,180.0,718.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Henna Natural Brown,1.0,1.0,3.99,3.99,60.0,239.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Henna Rich Black,13.0,13.0,51.87,3.9899999999999998,780.0,3112.2,858.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Henna Sampoo,4.0,4.0,27.96,6.99,240.0,1677.6000000000001,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Hibiscus 300Ml,6.0,6.0,41.94,6.989999999999999,360.0,2516.3999999999996,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Hibiscus Shampoo 425Ml,2.0,2.0,11.98,5.99,120.0,718.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Mustard 300Ml,1.0,1.0,6.99,6.99,60.0,419.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Neem 100G,6.0,6.0,11.94,1.99,360.0,716.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Red Onions 300Ml,4.0,4.0,27.96,6.99,240.0,1677.6000000000001,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Sandalwood 100G,11.0,11.0,21.89,1.99,660.0,1313.4,726.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Shea Buttershampoo425Ml,1.0,1.0,5.99,5.99,60.0,359.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Shikakai,2.0,2.0,13.98,6.99,120.0,838.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vatika Turmeric 100G,13.0,13.0,25.87,1.99,780.0,1552.2,858.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vedic Jamun Powder 100g,1.0,1.0,4.99,4.99,60.0,299.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vedic Karela Juice 500ml,4.0,4.0,23.96,5.99,240.0,1437.6000000000001,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vedic Moringa Powder,1.0,1.0,4.99,4.99,60.0,299.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vedic Triphala Juice 500ml,2.0,2.0,13.98,6.99,120.0,838.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vedic Tulsi Powder 100g,1.0,1.0,4.99,4.99,60.0,299.40000000000003,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Verka Low Fat Paneer,2.0,2.0,13.98,6.99,120.0,838.8000000000001,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Verka Organic Paneer 10Oz,95.0,95.0,854.05,8.99,5700.0,51243.0,6270.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Verka Paneer 14Oz,30.0,30.0,209.7,6.989999999999999,1800.0,12581.999999999998,1980.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Verka Panner 10Oz,63.0,63.0,377.37,5.99,3780.0,22642.2,4158.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vicco Aloe Skin Cream,5.0,5.0,24.95,4.99,300.0,1497.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vicco Face Wash,6.0,6.0,29.94,4.99,360.0,1796.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vicco Herbal Vajradanti(200G),9.0,9.0,35.91,3.9899999999999998,540.0,2154.6,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vicco Vajradanti Cinnamon200g,5.0,5.0,19.95,3.9899999999999998,300.0,1197.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vicco Vajradanti Funnel 200g,5.0,5.0,19.95,3.9899999999999998,300.0,1197.0,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vicks Vaporub 50Ml,4.0,4.0,19.96,4.99,240.0,1197.6000000000001,264.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vijaya Chakali (198.4G),277.0,277.0,966.73,3.49,16620.0,58003.8,18282.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Viola Biryani Essence 20Ml,3.0,3.0,5.97,1.99,180.0,358.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Viola Butter Scotch,3.0,3.0,5.97,1.99,180.0,358.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Viola Cardamom,1.0,1.0,1.99,1.99,60.0,119.4,66.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Viola Pineapple Essence,6.0,6.0,11.94,1.99,360.0,716.4,396.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Viswas Mix Sambar 400g,3.0,3.0,8.97,2.99,180.0,538.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Viswas Sliced Coconut,8.0,8.0,31.92,3.99,480.0,1915.2,528.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vital Tea 25bags,9.0,9.0,53.91,5.989999999999999,540.0,3234.5999999999995,594.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Vital Tea 915G,2.0,2.0,17.98,8.99,120.0,1078.8,132.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
WATER BOTTLE 1,201.0,201.0,198.99,0.99,12060.0,11939.4,13266.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
WEIKFIELD BICARBONATE SODA,12.0,12.0,29.88,2.4899999999999998,720.0,1792.7999999999997,792.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
WHITE BALL,3.0,3.0,26.97,8.99,180.0,1618.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
WHITE CHALK,5.0,5.0,9.95,1.9899999999999998,300.0,596.9999999999999,330.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
WHITE SPOONS 48 PCS,3.0,3.0,8.97,2.99,180.0,538.2,198.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Wafer Salt N Pepper,14.0,14.0,20.86,1.49,840.0,1251.6,924.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
Wagh Bakri Masala 200G,13.0,13.0,77.87,5.99,780.0,4672.2,858.0,Inventory recommendation uses projected 60-day demand with 10% safety stock.
